location_x,location_y,remaining_min,power_of_shot,game_season,lat/lng,home/away,remaining_sec,shot_id_number,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,type_of_shot,type_of_combined_shot
15,52,7,1,2008-09,"29.740325, -95.365762",MANU @ HOU,29,13878,25,,Center(C),Goal Line,Less Than 8 ft.,shot - 39,
50,41,7,1,2008-09,"29.740325, -95.365762",MANU @ HOU,27,13879,26,0,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
-119,190,3,1,2008-09,"29.740325, -95.365762",MANU @ HOU,50,13880,42,,Left Side Center(LC),,16-24 ft.,,shot - 3
-62,124,0,1,,"29.740325, -95.365762",MANU @ HOU,50,13881,33,1,Center(C),Goal Line,8-16 ft.,shot - 20,
154,198,0,1,2008-09,,MANU @ HOU,30,13882,45,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
-43,214,0,1,2008-09,"29.740325, -95.365762",MANU @ HOU,0,13883,41,0,Center(C),Mid Range,,,shot - 3
-138,115,11,2,2008-09,"29.740325, -95.365762",MANU @ HOU,40,13884,37,0,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
,50,10,2,2008-09,"29.740325, -95.365762",MANU @ HOU,10,13885,27,1,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
0,0,8,2,2008-09,"29.740325, -95.365762",MANU @ HOU,52,13886,20,0,Center(C),,Less Than 8 ft.,,shot - 4
165,145,4,2,2008-09,"29.740325, -95.365762",MANU @ HOU,58,13887,41,0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 53,
-90,41,3,2,2008-09,"29.740325, -95.365762",MANU @ HOU,40,13888,29,,Left Side(L),Mid Range,8-16 ft.,shot - 52,
-90,63,3,2,2008-09,"29.740325, -95.365762",MANU @ HOU,7,13889,30,0,Left Side(L),Mid Range,8-16 ft.,,shot - 3
0,0,2,2,2008-09,"29.740325, -95.365762",MANU @ HOU,5,13890,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
189,175,1,2,2008-09,"29.740325, -95.365762",MANU @ HOU,18,13891,45,,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 11,
67,82,0,,2008-09,"29.740325, -95.365762",MANU @ HOU,39,13892,30,0,Right Side(R),Goal Line,8-16 ft.,shot - 7,
0,0,0,2,2008-09,"29.740325, -95.365762",MANU @ HOU,1,13893,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
0,0,10,3,2008-09,"29.740325, -95.365762",MANU @ HOU,29,13894,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-86,249,5,3,2008-09,"29.740325, -95.365762",MANU @ HOU,42,13895,46,,Left Side Center(LC),Penalty Spot,,shot - 4,
-65,63,5,3,2008-09,"29.740325, -95.365762",MANU @ HOU,22,13896,29,1,Left Side(L),Goal Line,8-16 ft.,,shot - 3
61,104,4,3,2008-09,,MANU @ HOU,59,13897,32,1,Right Side(R),Goal Line,8-16 ft.,shot - 14,
-15,45,4,3,2008-09,,MANU @ HOU,27,13898,24,0,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
0,0,4,3,2008-09,,MANU @ HOU,3,13899,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-27,172,11,4,,"29.740325, -95.365762",MANU @ HOU,24,13900,37,1,Center(C),Mid Range,16-24 ft.,shot - 17,
106,28,10,4,2008-09,"29.740325, -95.365762",,47,13901,30,0,Right Side(R),Mid Range,8-16 ft.,shot - 38,
-60,,7,4,2008-09,"29.740325, -95.365762",MANU @ HOU,12,13902,29,0,Left Side(L),Goal Line,8-16 ft.,shot - 15,
-109,134,5,4,2008-09,"29.740325, -95.365762",MANU @ HOU,47,13903,37,1,,Mid Range,16-24 ft.,shot - 17,
-62,72,5,4,2008-09,"29.740325, -95.365762",MANU @ HOU,,13904,29,0,Left Side(L),Goal Line,8-16 ft.,shot - 15,
-161,61,,4,2008-09,"29.740325, -95.365762",MANU @ HOU,1,13905,37,1,Left Side(L),Mid Range,16-24 ft.,,shot - 3
-117,126,3,4,2008-09,"29.740325, -95.365762",MANU @ HOU,22,13906,37,1,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
-155,94,1,4,2008-09,"29.740325, -95.365762",MANU @ HOU,23,13907,38,,Left Side(L),Mid Range,16-24 ft.,,shot - 3
-163,,0,4,2008-09,"29.740325, -95.365762",MANU @ HOU,27,13908,47,1,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 29,
143,60,10,,2008-09,"29.444994, -98.524120",MANU @ SAS,59,,35,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
111,53,5,1,2008-09,"29.444994, -98.524120",MANU @ SAS,20,13910,32,,Right Side(R),Mid Range,8-16 ft.,shot - 52,
58,197,11,,,"29.444994, -98.524120",,8,13911,40,0,Center(C),Mid Range,16-24 ft.,,shot - 3
45,31,10,2,2008-09,"29.444994, -98.524120",MANU @ SAS,41,13912,25,,Center(C),Goal Line,Less Than 8 ft.,shot - 52,
149,83,6,2,,"29.444994, -98.524120",MANU @ SAS,30,13913,37,,Right Side(R),Mid Range,16-24 ft.,shot - 22,
129,148,4,2,2008-09,"29.444994, -98.524120",MANU @ SAS,4,13914,39,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
80,50,3,2,2008-09,"29.444994, -98.524120",MANU @ SAS,47,13915,29,1,Right Side(R),Goal Line,8-16 ft.,,shot - 3
69,85,3,2,2008-09,"29.444994, -98.524120",MANU @ SAS,25,13916,30,1,Right Side(R),Goal Line,8-16 ft.,shot - 24,
51,23,1,2,,"29.444994, -98.524120",MANU @ SAS,45,13917,25,1,Center(C),Goal Line,Less Than 8 ft.,shot - 54,
-111,165,0,2,,"29.444994, -98.524120",MANU @ SAS,41,13918,39,1,Left Side Center(LC),,16-24 ft.,shot - 8,
26,11,10,3,2008-09,"29.444994, -98.524120",MANU @ SAS,28,13919,22,0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
-19,1,10,3,2008-09,"29.444994, -98.524120",MANU @ SAS,16,13920,21,,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
77,11,7,3,2008-09,"29.444994, -98.524120",MANU @ SAS,8,13921,27,1,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
119,209,3,3,2008-09,"29.444994, -98.524120",MANU @ SAS,22,,44,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
84,26,2,3,2008-09,"29.444994, -98.524120",MANU @ SAS,42,13923,28,,Right Side(R),Mid Range,8-16 ft.,,shot - 3
223,,5,4,2008-09,"29.444994, -98.524120",MANU @ SAS,58,13924,42,1,Right Side(R),Right Corner,24+ ft.,shot - 37,
20,26,3,4,2008-09,"29.444994, -98.524120",MANU @ SAS,47,13925,23,0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
-75,26,1,4,2008-09,"29.444994, -98.524120",MANU @ SAS,31,13926,27,1,Center(C),Goal Line,Less Than 8 ft.,shot - 0,
-218,108,0,4,2008-09,,,12,13927,44,,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
10,134,7,1,,"42.982923, -71.446094",MANU vs. ORL,45,13928,33,1,Center(C),Goal Line,8-16 ft.,shot - 15,
91,153,6,1,2008-09,"42.982923, -71.446094",MANU vs. ORL,49,13929,37,,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
,189,6,1,2008-09,"42.982923, -71.446094",MANU vs. ORL,11,13930,41,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
-97,148,7,2,2008-09,"42.982923, -71.446094",MANU vs. ORL,18,13931,37,1,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
0,0,4,2,2008-09,"42.982923, -71.446094",MANU vs. ORL,47,13932,20,1,,Goal Area,Less Than 8 ft.,shot - 39,
-23,108,3,2,2008-09,"42.982923, -71.446094",MANU vs. ORL,8,13933,31,0,Center(C),Goal Line,8-16 ft.,,shot - 3
124,146,2,2,2008-09,"42.982923, -71.446094",MANU vs. ORL,20,13934,39,1,Right Side Center(RC),Mid Range,16-24 ft.,shot - 6,
0,0,9,3,2008-09,"42.982923, -71.446094",MANU vs. ORL,6,,20,,Center(C),,Less Than 8 ft.,,shot - 4
48,179,7,3,2008-09,"42.982923, -71.446094",MANU vs. ORL,52,13936,38,,Center(C),Mid Range,16-24 ft.,shot - 21,
-142,83,5,3,,"42.982923, -71.446094",MANU vs. ORL,16,13937,36,0,Left Side(L),Mid Range,16-24 ft.,shot - 22,
-56,108,3,3,2008-09,"42.982923, -71.446094",MANU vs. ORL,,13938,32,0,Center(C),Goal Line,8-16 ft.,,shot - 3
-152,206,3,3,2008-09,"42.982923, -71.446094",MANU vs. ORL,,,45,,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 56,
53,71,,3,2008-09,"42.982923, -71.446094",MANU vs. ORL,52,13940,28,0,Right Side(R),Goal Line,8-16 ft.,,shot - 3
0,0,0,3,2008-09,"42.982923, -71.446094",MANU vs. ORL,2,13941,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
84,151,7,4,2008-09,"42.982923, -71.446094",MANU vs. ORL,51,13942,37,1,Right Side Center(RC),Mid Range,16-24 ft.,shot - 43,
138,85,,4,2008-09,"42.982923, -71.446094",MANU vs. ORL,0,,36,1,Right Side(R),Mid Range,16-24 ft.,,shot - 3
-146,233,5,4,2008-09,"42.982923, -71.446094",MANU vs. ORL,10,13944,47,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 33,
132,165,4,4,,"42.982923, -71.446094",MANU vs. ORL,,13945,41,0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 36,
45,42,3,,,"42.982923, -71.446094",MANU vs. ORL,44,13946,26,,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
0,0,1,4,,,MANU vs. ORL,39,13947,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
67,134,1,4,2008-09,"42.982923, -71.446094",MANU vs. ORL,16,13948,34,0,Center(C),Goal Line,,shot - 23,
-141,236,,4,2008-09,"42.982923, -71.446094",MANU vs. ORL,7,13949,47,0,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
0,0,0,4,,"42.982923, -71.446094",MANU vs. ORL,52,13950,20,,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
129,146,0,4,,"42.982923, -71.446094",MANU vs. ORL,18,13951,39,,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
86,246,0,4,2008-09,,MANU vs. ORL,8,13952,46,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
239,11,0,4,2008-09,"42.982923, -71.446094",MANU vs. ORL,4,13953,43,0,Right Side(R),Right Corner,24+ ft.,,shot - 3
83,110,8,1,2008-09,,MANU vs. CLE,1,13954,,,Right Side(R),Mid Range,8-16 ft.,,shot - 3
-76,83,2,1,2008-09,"42.982923, -71.446094",MANU vs. CLE,38,13955,31,1,Left Side(L),Goal Line,8-16 ft.,,shot - 3
-168,119,4,2,,"42.982923, -71.446094",MANU vs. CLE,10,13956,40,,Left Side(L),Mid Range,16-24 ft.,shot - 36,
181,44,2,2,2008-09,"42.982923, -71.446094",MANU vs. CLE,6,13957,38,0,Right Side(R),Mid Range,16-24 ft.,shot - 45,
2,157,,2,2008-09,"42.982923, -71.446094",MANU vs. CLE,1,13958,35,,Center(C),Mid Range,8-16 ft.,shot - 17,
97,142,11,3,2008-09,,MANU vs. CLE,27,13959,37,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
228,31,11,3,2008-09,"42.982923, -71.446094",MANU vs. CLE,19,13960,43,0,Right Side(R),Right Corner,24+ ft.,,shot - 3
-4,69,8,3,2008-09,"42.982923, -71.446094",MANU vs. CLE,44,13961,26,0,Center(C),Goal Line,Less Than 8 ft.,shot - 51,
0,0,,,2008-09,"42.982923, -71.446094",MANU vs. CLE,22,13962,20,1,Center(C),Goal Area,,,shot - 4
106,17,6,3,2008-09,"42.982923, -71.446094",MANU vs. CLE,44,13963,30,1,Right Side(R),Mid Range,8-16 ft.,shot - 38,
231,22,6,3,2008-09,"42.982923, -71.446094",MANU vs. CLE,11,13964,43,0,Right Side(R),Right Corner,24+ ft.,shot - 36,
0,0,2,3,2008-09,"42.982923, -71.446094",MANU vs. CLE,13,13965,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-180,176,0,3,2008-09,"42.982923, -71.446094",MANU vs. CLE,48,13966,45,0,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
-223,12,11,4,2008-09,"42.982923, -71.446094",MANU vs. CLE,3,13967,42,1,Left Side(L),Left Corner,24+ ft.,,shot - 3
0,0,10,4,2008-09,"42.982923, -71.446094",MANU vs. CLE,27,13968,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
182,12,9,4,2008-09,"42.982923, -71.446094",MANU vs. CLE,50,13969,38,,Right Side(R),Mid Range,16-24 ft.,shot - 43,
,0,9,4,,"42.982923, -71.446094",MANU vs. CLE,19,13970,32,1,Left Side(L),Mid Range,8-16 ft.,,shot - 3
0,0,7,4,2008-09,"42.982923, -71.446094",MANU vs. CLE,49,13971,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
65,246,7,4,2008-09,"42.982923, -71.446094",MANU vs. CLE,0,13972,45,0,Center(C),Penalty Spot,24+ ft.,shot - 26,
0,0,,4,2008-09,,MANU vs. CLE,34,13973,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 3,
-103,178,5,4,2008-09,"42.982923, -71.446094",MANU vs. CLE,,13974,40,0,Left Side Center(LC),,16-24 ft.,shot - 22,
78,,4,4,2008-09,"42.982923, -71.446094",MANU vs. CLE,15,13975,,0,Right Side Center(RC),,16-24 ft.,shot - 15,
-136,206,,1,2008-09,"34.189593, -118.471724",MANU @ LAC,39,13976,44,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 36,
111,263,5,2,2008-09,,MANU @ LAC,31,13977,48,1,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 35,
-161,214,4,2,2008-09,,MANU @ LAC,57,13978,,1,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 54,
-182,,,,2008-09,"34.189593, -118.471724",MANU @ LAC,35,13979,46,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 29,
147,236,8,3,2008-09,"34.189593, -118.471724",MANU @ LAC,51,13980,47,,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 34,
0,0,6,3,2008-09,"34.189593, -118.471724",MANU @ LAC,56,13981,20,,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
0,0,2,,2008-09,"34.189593, -118.471724",MANU @ LAC,44,13982,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,0,2,3,,"34.189593, -118.471724",MANU @ LAC,22,13983,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
147,225,1,,,"34.189593, -118.471724",MANU @ LAC,50,13984,46,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
-60,20,9,4,2008-09,"34.189593, -118.471724",MANU @ LAC,36,13985,26,0,Center(C),Goal Line,Less Than 8 ft.,shot - 26,
72,197,7,4,2008-09,"34.189593, -118.471724",MANU @ LAC,5,13986,40,,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
-202,179,6,4,2008-09,"34.189593, -118.471724",MANU @ LAC,20,13987,46,,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 48,
-105,45,2,4,2008-09,"34.189593, -118.471724",MANU @ LAC,11,13988,31,0,Left Side(L),Mid Range,8-16 ft.,shot - 15,
-26,60,1,4,,"34.189593, -118.471724",MANU @ LAC,51,13989,,,,Goal Line,Less Than 8 ft.,shot - 27,
0,0,0,4,2008-09,"34.189593, -118.471724",MANU @ LAC,33,13990,20,0,Center(C),Goal Area,,shot - 39,
0,0,11,1,2008-09,"42.982923, -71.446094",MANU vs. WAS,39,13991,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
72,97,10,1,,"42.982923, -71.446094",MANU vs. WAS,37,13992,32,,Right Side(R),,8-16 ft.,shot - 28,
0,0,6,1,2008-09,"42.982923, -71.446094",MANU vs. WAS,47,13993,,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
,0,3,1,2008-09,"42.982923, -71.446094",MANU vs. WAS,41,13994,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
,205,3,1,2008-09,"42.982923, -71.446094",,36,13995,44,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 36,
106,179,1,1,,"42.982923, -71.446094",MANU vs. WAS,2,13996,40,1,,Mid Range,16-24 ft.,,shot - 3
100,252,0,2,2008-09,"42.982923, -71.446094",MANU vs. WAS,57,13997,47,1,,Penalty Spot,24+ ft.,shot - 45,
4,190,,3,2008-09,,MANU vs. WAS,55,13998,39,0,Center(C),Mid Range,16-24 ft.,,shot - 3
165,197,4,3,2008-09,"42.982923, -71.446094",MANU vs. WAS,57,13999,45,0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 43,
-149,162,4,3,2008-09,"42.982923, -71.446094",MANU vs. WAS,25,14000,42,0,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
10,42,,3,2008-09,"42.982923, -71.446094",MANU vs. WAS,9,,24,,Center(C),Goal Line,Less Than 8 ft.,shot - 27,
143,146,10,1,2008-09,"42.982923, -71.446094",MANU vs. SAS,,14002,40,,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
-180,15,8,1,2008-09,"42.982923, -71.446094",MANU vs. SAS,49,14003,38,1,Left Side(L),Mid Range,16-24 ft.,,shot - 3
-163,121,,1,,"42.982923, -71.446094",,33,14004,40,,Left Side Center(LC),Mid Range,16-24 ft.,shot - 55,
200,184,3,1,2008-09,"42.982923, -71.446094",MANU vs. SAS,17,14005,47,,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
103,157,2,1,2008-09,"42.982923, -71.446094",MANU vs. SAS,22,,38,,Right Side Center(RC),,16-24 ft.,,shot - 3
20,,0,1,2008-09,"42.982923, -71.446094",MANU vs. SAS,27,14007,28,0,Center(C),,8-16 ft.,shot - 3,
103,190,,2,2008-09,"42.982923, -71.446094",MANU vs. SAS,35,14008,41,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
0,,3,2,,"42.982923, -71.446094",MANU vs. SAS,54,,24,0,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
-169,217,2,2,2008-09,"42.982923, -71.446094",MANU vs. SAS,19,14010,47,1,Left Side Center(LC),,24+ ft.,,shot - 3
160,,1,2,,"42.982923, -71.446094",MANU vs. SAS,16,14011,37,0,Right Side(R),Mid Range,16-24 ft.,shot - 21,
37,60,0,2,2008-09,"42.982923, -71.446094",MANU vs. SAS,36,14012,27,,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
-150,119,0,2,2008-09,"42.982923, -71.446094",MANU vs. SAS,5,14013,39,1,Left Side Center(LC),,16-24 ft.,,shot - 3
-103,233,11,3,2008-09,"42.982923, -71.446094",MANU vs. SAS,5,14014,45,1,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
99,138,9,3,2008-09,"42.982923, -71.446094",MANU vs. SAS,7,14015,36,,Right Side Center(RC),Mid Range,16-24 ft.,shot - 22,
47,63,6,3,2008-09,"42.982923, -71.446094",MANU vs. SAS,34,14016,27,1,Center(C),,Less Than 8 ft.,,shot - 3
56,172,5,3,2008-09,"42.982923, -71.446094",MANU vs. SAS,23,14017,38,0,Right Side Center(RC),Mid Range,,,shot - 3
-136,149,,3,2008-09,"42.982923, -71.446094",MANU vs. SAS,49,14018,,1,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
125,110,9,1,,"42.982923, -71.446094",MANU vs. CHA,29,14019,36,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
-30,194,8,1,2008-09,"42.982923, -71.446094",MANU vs. CHA,12,14020,39,0,Center(C),,16-24 ft.,,shot - 3
-231,34,2,1,2008-09,"42.982923, -71.446094",MANU vs. CHA,32,14021,43,,Left Side(L),Left Corner,24+ ft.,,shot - 3
51,172,0,1,2008-09,"42.982923, -71.446094",MANU vs. CHA,,14022,37,0,Center(C),Mid Range,16-24 ft.,shot - 37,
99,186,6,2,2008-09,"42.982923, -71.446094",MANU vs. CHA,36,14023,41,0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 32,
67,160,5,2,2008-09,"42.982923, -71.446094",MANU vs. CHA,20,14024,37,,Right Side Center(RC),,16-24 ft.,,shot - 3
102,78,4,2,2008-09,"42.982923, -71.446094",MANU vs. CHA,14,14025,,1,Right Side(R),Mid Range,8-16 ft.,shot - 43,
0,0,3,2,2008-09,"42.982923, -71.446094",MANU vs. CHA,54,14026,,1,Center(C),Goal Area,Less Than 8 ft.,shot - 3,
-112,164,2,2,2008-09,"42.982923, -71.446094",MANU vs. CHA,23,14027,39,0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 52,
-101,115,,2,2008-09,"42.982923, -71.446094",,1,14028,35,1,Left Side(L),Mid Range,8-16 ft.,shot - 43,
65,151,10,3,,"42.982923, -71.446094",MANU vs. CHA,57,14029,36,1,Right Side Center(RC),Mid Range,16-24 ft.,shot - 17,
124,61,8,3,2008-09,"42.982923, -71.446094",MANU vs. CHA,6,14030,33,1,,Mid Range,8-16 ft.,shot - 38,
0,0,7,3,2008-09,"42.982923, -71.446094",MANU vs. CHA,30,14031,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
75,145,6,3,2008-09,"42.982923, -71.446094",MANU vs. CHA,22,14032,36,0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 22,
0,0,4,3,,,MANU vs. CHA,23,14033,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 5
54,154,3,3,2008-09,"42.982923, -71.446094",MANU vs. CHA,13,14034,36,1,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
,58,11,4,2008-09,"42.982923, -71.446094",MANU vs. CHA,47,14035,34,0,Left Side(L),Mid Range,8-16 ft.,shot - 36,
124,,10,4,2008-09,"42.982923, -71.446094",MANU vs. CHA,42,14036,32,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
99,88,8,4,2008-09,"42.982923, -71.446094",MANU vs. CHA,11,14037,33,1,Right Side(R),Mid Range,,,shot - 3
51,242,6,4,2008-09,"42.982923, -71.446094",MANU vs. CHA,29,14038,44,0,Center(C),Penalty Spot,24+ ft.,shot - 23,
132,9,2,4,2008-09,"42.982923, -71.446094",MANU vs. CHA,22,14039,33,1,Right Side(R),Mid Range,8-16 ft.,shot - 43,
119,124,1,4,2008-09,"42.982923, -71.446094",MANU vs. CHA,40,14040,37,1,Right Side Center(RC),Mid Range,16-24 ft.,shot - 43,
125,206,1,4,2008-09,"42.982923, -71.446094",MANU vs. CHA,12,14041,44,1,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
10,154,4,5,2008-09,"42.982923, -71.446094",,37,14042,35,1,Center(C),,8-16 ft.,shot - 17,
108,110,3,5,2008-09,"42.982923, -71.446094",MANU vs. CHA,25,14043,35,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
0,0,2,5,2008-09,"42.982923, -71.446094",MANU vs. CHA,58,14044,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-125,126,1,,,"42.982923, -71.446094",MANU vs. CHA,23,14045,37,,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
,-2,0,5,2008-09,"42.982923, -71.446094",MANU vs. CHA,51,14046,31,1,Right Side(R),Mid Range,,,shot - 3
-142,64,,1,2008-09,"46.667324, -94.419250",MANU @ MIN,51,14047,35,,Left Side(L),Mid Range,8-16 ft.,,shot - 0
108,205,9,,2008-09,"46.667324, -94.419250",MANU @ MIN,24,14048,43,1,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
105,56,9,1,,"46.667324, -94.419250",MANU @ MIN,0,14049,31,1,Right Side(R),Mid Range,8-16 ft.,shot - 15,
-27,,8,1,2008-09,"46.667324, -94.419250",MANU @ MIN,28,14050,33,1,,Goal Line,,,shot - 3
-172,187,7,1,2008-09,"46.667324, -94.419250",MANU @ MIN,59,14051,45,0,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
,134,6,1,2008-09,"46.667324, -94.419250",MANU @ MIN,1,14052,36,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
,113,3,1,2008-09,"46.667324, -94.419250",MANU @ MIN,38,14053,32,1,Center(C),,8-16 ft.,shot - 36,
-166,108,2,1,2008-09,"46.667324, -94.419250",MANU @ MIN,55,14054,39,0,Left Side(L),Mid Range,16-24 ft.,shot - 10,
0,0,4,2,2008-09,"46.667324, -94.419250",MANU @ MIN,,14055,20,1,,Goal Area,Less Than 8 ft.,shot - 39,
-128,224,4,2,2008-09,"46.667324, -94.419250",MANU @ MIN,18,14056,45,0,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
127,137,,2,2008-09,"46.667324, -94.419250",MANU @ MIN,21,14057,38,,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
124,34,1,2,2008-09,"46.667324, -94.419250",MANU @ MIN,44,14058,32,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
,257,0,2,2008-09,"46.667324, -94.419250",MANU @ MIN,36,14059,45,,Center(C),Penalty Spot,24+ ft.,shot - 33,
-40,247,8,3,,"46.667324, -94.419250",MANU @ MIN,28,14060,45,,Center(C),Penalty Spot,24+ ft.,shot - 15,
92,172,8,3,2008-09,"46.667324, -94.419250",MANU @ MIN,3,14061,39,1,Right Side Center(RC),Mid Range,16-24 ft.,shot - 22,
136,11,4,3,2008-09,"46.667324, -94.419250",MANU @ MIN,44,14062,33,0,Right Side(R),Mid Range,8-16 ft.,shot - 38,
-149,198,4,3,,"46.667324, -94.419250",MANU @ MIN,10,14063,44,1,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 17,
-152,217,3,3,2008-09,"46.667324, -94.419250",MANU @ MIN,24,14064,46,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 40,
0,0,1,3,,"46.667324, -94.419250",MANU @ MIN,58,14065,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
-147,33,,3,2008-09,"46.667324, -94.419250",MANU @ MIN,59,14066,35,,Left Side(L),Mid Range,8-16 ft.,shot - 31,
-114,192,4,4,2008-09,"46.667324, -94.419250",MANU @ MIN,3,14067,42,1,Left Side Center(LC),Mid Range,16-24 ft.,shot - 31,
-7,268,3,4,2008-09,"46.667324, -94.419250",MANU @ MIN,36,14068,46,,Center(C),Penalty Spot,24+ ft.,,shot - 3
-158,34,3,4,2008-09,"46.667324, -94.419250",MANU @ MIN,8,14069,36,1,Left Side(L),Mid Range,,,shot - 3
-114,113,11,1,,"35.103812, -89.964007",MANU @ MEM,31,14070,36,,Left Side Center(LC),Mid Range,16-24 ft.,shot - 38,
-41,105,8,1,2008-09,"35.103812, -89.964007",MANU @ MEM,25,14071,31,0,Center(C),Goal Line,8-16 ft.,shot - 44,
0,0,7,1,,"35.103812, -89.964007",MANU @ MEM,6,14072,20,0,,Goal Area,Less Than 8 ft.,,shot - 4
-100,119,6,1,2008-09,"35.103812, -89.964007",MANU @ MEM,44,14073,35,0,Left Side(L),Mid Range,8-16 ft.,,shot - 3
-171,12,7,2,2008-09,"35.103812, -89.964007",MANU @ MEM,27,14074,,,Left Side(L),,16-24 ft.,shot - 15,
0,0,,2,2008-09,"35.103812, -89.964007",MANU @ MEM,0,14075,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 32,
,101,6,2,2008-09,"35.103812, -89.964007",MANU @ MEM,24,14076,31,,Right Side(R),Goal Line,8-16 ft.,shot - 15,
